,0,1,2,3
7110,0.0,0.184,12.0,0.0
7111,2.0,0.464,42.0,3.2
7112,2.0,0.464,42.0,3.2
7113,0.0,0.601,47.0,3.29
7114,2.0,0.266,20.0,1.23
7115,2.0,0.266,20.0,1.23
7116,2.0,0.777,73.0,3.18
7117,0.0,0.161,19.0,0.0
7118,0.0,0.129,3.0,0.0
7119,1.0,0.701,49.0,3.83
7120,1.0,2.887,135.0,13.28
7121,1.0,1.057,103.0,7.05
7122,1.0,2.565,64.0,6.1
7123,0.0,0.184,12.0,0.0
7124,0.0,0.251,14.0,0.0
7125,0.0,0.11,2.0,0.45
7126,2.0,0.373,48.0,2.58
7127,2.0,0.536,90.0,5.82
7128,0.0,0.279,30.0,0.0
7129,0.0,0.602,88.0,3.13
7130,1.0,0.873,29.0,1.79
7131,2.0,0.542,170.0,2.13
7132,0.0,0.153,10.0,0.0
7133,0.0,0.326,189.0,4.4
7134,0.0,0.185,20.0,0.56
7135,0.0,0.512,37.0,0.0
7136,0.0,0.237,12.0,0.0
7137,2.0,0.416,88.0,2.87
7138,0.0,0.397,28.0,7.16
7139,1.0,2.153,218.0,12.03
7140,0.0,0.217,10.0,3.69
7141,0.0,0.498,47.0,2.64
7142,0.0,0.11,2.0,0.45
7143,0.0,0.184,12.0,0.0
7144,1.0,1.567,208.0,3.51
7145,1.0,3.599,390.0,7.14
7146,1.0,3.599,390.0,7.14
7147,0.0,0.326,189.0,4.4
7148,1.0,3.811,372.0,25.54
7149,1.0,3.811,372.0,25.54
7150,0.0,0.476,36.0,2.94
7151,0.0,0.11,2.0,0.45
7152,1.0,0.808,118.0,4.72
7153,0.0,0.242,1.0,1.25
7154,0.0,0.292,10.0,0.0
7155,1.0,1.614,150.0,4.69
7156,1.0,1.614,150.0,4.69
7157,1.0,1.614,150.0,4.69
7158,0.0,0.512,37.0,0.0
7159,1.0,0.728,59.0,4.54
7160,0.0,0.326,189.0,4.4
7161,4.0,0.1,1.0,1.0
7162,0.0,0.254,83.0,1.31
7163,1.0,0.687,64.0,4.67
7164,0.0,0.251,14.0,0.0
7165,0.0,0.191,12.0,0.0
7166,0.0,0.11,2.0,0.45
7167,3.0,0.247,46.0,1.82
7168,0.0,0.141,4.0,0.82
7169,0.0,0.11,2.0,0.45
7170,2.0,0.536,90.0,5.82
7171,3.0,0.381,34.0,3.37
7172,2.0,0.379,27.0,4.42
7173,1.0,0.581,64.0,2.9
7174,0.0,0.208,8.0,2.16
7175,0.0,0.11,2.0,0.45
7176,0.0,0.397,28.0,7.16
7177,0.0,0.168,33.0,0.62
7178,3.0,0.328,61.0,2.11
7179,4.0,0.21,58.0,0.77
7180,1.0,0.959,6.0,4.11
7181,0.0,0.11,2.0,0.45
7182,1.0,9.614,196.0,8.1
7183,2.0,0.311,6.0,0.95
7184,1.0,1.136,76.0,2.24
7185,0.0,0.812,18.0,0.0
7186,0.0,0.55,28.0,1.84
7187,0.0,0.326,189.0,4.4
7188,0.0,0.11,2.0,0.45
7189,0.0,0.326,189.0,4.4
7190,1.0,0.734,114.0,2.89
7191,0.0,0.108,3.0,0.54
7192,0.0,0.128,3.0,0.55
7193,0.0,0.11,2.0,0.45
7194,0.0,0.189,12.0,0.0
7195,0.0,0.602,88.0,3.13
7196,2.0,0.416,88.0,2.87
7197,0.0,0.512,37.0,0.0
7198,0.0,0.175,10.0,0.0
7199,2.0,0.266,20.0,1.23
7200,1.0,0.903,145.0,3.11
7201,2.0,0.537,122.0,1.92
7202,2.0,0.576,48.0,1.79
7203,1.0,2.108,178.0,7.83
7204,1.0,2.436,93.0,3.45
7205,0.0,0.326,189.0,4.4
7206,0.0,0.326,189.0,4.4
7207,0.0,0.269,19.0,0.0
7208,0.0,0.269,19.0,0.0
7209,1.0,1.123,56.0,6.54
7210,2.0,0.416,88.0,2.87
7211,1.0,0.857,169.0,7.77
7212,0.0,0.189,12.0,0.0
7213,3.0,0.199,5.0,2.09
7214,0.0,0.11,2.0,0.45
7215,2.0,0.379,27.0,4.42
7216,0.0,0.11,2.0,0.45
7217,0.0,0.11,2.0,0.45
7218,2.0,0.536,90.0,5.82
7219,2.0,0.578,120.0,3.71
7220,1.0,1.005,144.0,8.0
7221,0.0,0.11,2.0,0.45
7222,0.0,0.11,2.0,0.45
7223,0.0,0.134,3.0,0.73
7224,0.0,0.133,7.0,1.27
7225,0.0,0.326,189.0,4.4
7226,0.0,0.602,88.0,3.13
7227,0.0,0.153,8.0,0.0
7228,0.0,0.11,2.0,0.45
7229,1.0,1.533,122.0,4.81
7230,0.0,0.11,2.0,0.45
7231,0.0,0.269,19.0,0.0
7232,0.0,0.536,33.0,0.0
7233,0.0,0.546,163.0,4.65
7234,0.0,0.13,4.0,0.0
7235,0.0,1.023,176.0,6.03
7236,1.0,2.079,163.0,19.16
7237,0.0,0.326,189.0,4.4
7238,0.0,0.314,86.0,3.4
7239,2.0,0.593,98.0,3.05
7240,1.0,0.854,138.0,6.86
7241,0.0,0.217,14.0,0.0
7242,2.0,0.379,27.0,4.42
7243,2.0,0.379,27.0,4.42
7244,2.0,0.379,27.0,4.42
7245,2.0,0.379,27.0,4.42
7246,2.0,0.379,27.0,4.42
7247,0.0,0.264,67.0,0.7
7248,1.0,1.372,114.0,4.89
7249,1.0,2.153,218.0,12.03
7250,0.0,0.498,47.0,2.64
7251,0.0,0.217,10.0,3.69
7252,0.0,0.206,8.0,0.88
7253,0.0,0.11,2.0,0.45
7254,0.0,0.11,2.0,0.45
7255,2.0,1.301,98.0,2.1
7256,0.0,0.11,2.0,0.45
7257,0.0,0.3,17.0,0.0
7258,1.0,1.899,60.0,4.16
7259,1.0,1.005,144.0,8.0
7260,1.0,1.005,144.0,8.0
7261,0.0,0.836,28.0,0.0
7262,0.0,4.392,1.0,0.0
7263,0.0,0.75,4.0,0.0
7264,0.0,0.423,7.0,3.43
7265,0.0,1.033,9.0,0.0
7266,0.0,0.269,19.0,0.0
7267,0.0,0.326,189.0,4.4
7268,0.0,0.326,189.0,4.4
7269,1.0,1.152,96.0,5.91
7270,3.0,0.247,46.0,1.82
7271,1.0,1.786,168.0,9.32
7272,1.0,1.152,96.0,5.91
7273,0.0,0.512,37.0,0.0
7274,0.0,0.108,3.0,0.54
7275,3.0,0.381,34.0,3.37
7276,1.0,0.733,122.0,5.17
7277,2.0,0.576,48.0,1.79
7278,0.0,0.269,19.0,0.0
7279,0.0,0.269,19.0,0.0
7280,0.0,0.186,16.0,0.0
7281,1.0,0.733,122.0,5.17
7282,0.0,0.35,18.0,2.17
7283,0.0,0.545,124.0,3.52
7284,0.0,0.11,2.0,0.45
7285,0.0,0.174,9.0,0.0
7286,1.0,1.614,150.0,4.69
7287,2.0,0.564,39.0,3.01
7288,0.0,0.212,8.0,0.0
7289,2.0,0.593,98.0,3.05
7290,1.0,0.98,87.0,6.69
7291,0.0,0.242,9.0,1.43
7292,0.0,0.298,33.0,1.13
7293,1.0,0.837,32.0,3.45
7294,1.0,1.057,103.0,7.05
7295,1.0,1.24,213.0,4.13
7296,1.0,1.239,50.0,3.43
7297,1.0,2.108,178.0,7.83
7298,1.0,0.653,90.0,4.46
7299,0.0,4.392,1.0,0.0
7300,0.0,0.11,2.0,0.45
7301,2.0,0.466,64.0,2.04
7302,0.0,0.602,88.0,3.13
7303,1.0,0.655,53.0,4.72
7304,4.0,0.1,1.0,1.0
7305,0.0,0.248,68.0,1.2
7306,2.0,0.379,27.0,4.42
7307,0.0,0.314,86.0,3.4
7308,1.0,0.581,64.0,2.9
7309,0.0,0.384,19.0,2.53
7310,1.0,0.667,152.0,4.59
7311,0.0,1.122,96.0,7.95
7312,0.0,0.25,15.0,1.69
7313,1.0,0.806,124.0,4.41
7314,1.0,1.123,56.0,6.54
7315,1.0,0.905,69.0,3.48
7316,1.0,7.53,230.0,26.94
7317,0.0,0.278,15.0,4.51
7318,0.0,0.11,2.0,0.45
7319,0.0,0.326,189.0,4.4
7320,0.0,0.148,4.0,0.54
7321,4.0,0.21,58.0,0.77
7322,1.0,2.489,294.0,9.66
7323,1.0,2.147,162.0,8.94
7324,1.0,2.108,178.0,7.83
7325,1.0,2.394,54.0,5.23
7326,1.0,1.583,93.0,4.73
7327,3.0,0.247,46.0,1.82
7328,1.0,1.191,56.0,2.44
7329,0.0,0.326,9.0,4.88
7330,1.0,1.356,50.0,5.24
7331,1.0,1.614,150.0,4.69
7332,1.0,0.84,27.0,2.29
7333,0.0,0.153,10.0,0.0
7334,2.0,0.25,5.0,2.56
7335,1.0,0.964,40.0,4.21
7336,3.0,0.222,19.0,1.4
7337,0.0,0.263,36.0,1.31
7338,4.0,0.21,58.0,0.77
7339,0.0,0.173,2.0,1.67
7340,0.0,0.106,2.0,0.0
7341,1.0,0.587,127.0,4.48
7342,0.0,0.292,7.0,1.93
7343,0.0,0.782,27.0,5.79
7344,0.0,0.3,17.0,0.0
7345,4.0,0.1,1.0,1.0
7346,0.0,0.129,3.0,0.0
7347,0.0,0.11,2.0,0.45
7348,1.0,2.153,218.0,12.03
7349,1.0,0.86,52.0,5.63
7350,0.0,0.11,2.0,0.45
7351,1.0,0.437,16.0,0.0
7352,4.0,0.166,3.0,0.89
7353,0.0,1.777,34.0,20.84
7354,0.0,4.392,1.0,0.0
7355,1.0,1.057,103.0,7.05
7356,0.0,0.602,88.0,3.13
7357,1.0,3.811,372.0,25.54
7358,0.0,0.314,86.0,3.4
7359,1.0,1.204,75.0,3.23
7360,0.0,0.448,13.0,0.0
7361,1.0,1.567,208.0,3.51
7362,0.0,0.11,2.0,0.45
7363,0.0,0.326,189.0,4.4
7364,0.0,0.326,189.0,4.4
7365,0.0,0.539,19.0,0.0
7366,0.0,0.171,6.0,0.0
7367,2.0,0.687,67.0,4.32
7368,0.0,0.319,77.0,1.88
7369,1.0,0.894,45.0,5.33
7370,0.0,0.326,189.0,4.4
7371,0.0,0.326,189.0,4.4
7372,0.0,0.279,30.0,0.0
7373,1.0,1.786,168.0,9.32
7374,0.0,0.326,189.0,4.4
7375,0.0,0.498,47.0,2.64
7376,0.0,0.264,67.0,0.7
7377,0.0,0.152,7.0,0.0
7378,0.0,0.585,18.0,0.0
7379,2.0,0.52,49.0,4.2
7380,0.0,0.102,60.0,0.0
7381,1.0,0.733,122.0,5.17
7382,4.0,0.218,17.0,1.12
7383,0.0,0.133,18.0,0.0
7384,0.0,0.139,8.0,0.0
7385,0.0,0.114,4.0,1.47
7386,0.0,0.154,7.0,0.0
7387,0.0,0.11,2.0,0.45
7388,0.0,4.392,1.0,0.0
7389,0.0,0.143,11.0,0.0
7390,0.0,0.35,18.0,2.17
7391,2.0,0.39,22.0,2.94
7392,1.0,0.368,37.0,1.02
7393,1.0,1.372,114.0,4.89
7394,0.0,2.407,132.0,19.03
7395,3.0,0.405,39.0,2.5
7396,0.0,0.166,5.0,1.05
7397,0.0,0.326,189.0,4.4
7398,0.0,0.108,3.0,0.54
7399,3.0,0.271,11.0,0.7
7400,0.0,0.326,189.0,4.4
7401,2.0,0.578,120.0,3.71
7402,1.0,0.861,92.0,6.75
7403,4.0,0.1,1.0,1.0
7404,0.0,0.498,47.0,2.64
7405,0.0,0.602,88.0,3.13
7406,0.0,0.498,47.0,2.64
7407,0.0,0.139,11.0,1.18
7408,4.0,0.21,58.0,0.77
7409,1.0,0.859,33.0,1.53
7410,2.0,0.547,85.0,3.39
7411,2.0,0.547,85.0,3.39
7412,1.0,1.088,26.0,3.09
7413,1.0,1.587,121.0,9.42
7414,1.0,0.808,118.0,4.72
7415,0.0,0.11,2.0,0.45
7416,4.0,0.218,17.0,1.12
7417,1.0,2.196,107.0,4.16
7418,1.0,1.191,56.0,2.44
7419,1.0,1.055,53.0,2.32
7420,0.0,0.11,2.0,0.45
7421,2.0,0.561,26.0,3.53
7422,1.0,3.204,113.0,9.48
7423,0.0,0.11,2.0,0.45
7424,1.0,1.276,140.0,6.79
7425,0.0,0.226,3.0,1.2
7426,0.0,0.512,37.0,0.0
7427,4.0,0.21,58.0,0.77
7428,0.0,0.11,2.0,0.45
7429,0.0,0.854,18.0,0.0
7430,0.0,0.422,7.0,0.0
7431,0.0,0.915,187.0,5.75
7432,4.0,0.108,0.0,0.0
7433,1.0,1.123,56.0,6.54
7434,0.0,0.153,10.0,0.0
7435,0.0,0.11,2.0,0.45
7436,4.0,0.128,11.0,0.0
7437,0.0,0.782,24.0,0.0
7438,0.0,0.11,2.0,0.45
7439,0.0,0.116,8.0,0.0
7440,0.0,0.134,10.0,0.3
7441,0.0,0.19,7.0,1.25
7442,0.0,0.999,19.0,0.0
7443,1.0,0.581,64.0,2.9
7444,0.0,0.222,28.0,0.99
7445,0.0,0.113,13.0,0.0
7446,0.0,0.311,61.0,2.0
7447,1.0,2.108,178.0,7.83
7448,0.0,0.275,8.0,1.69
7449,0.0,0.124,1.0,0.0
7450,0.0,0.142,7.0,2.1
7451,0.0,0.143,11.0,0.0
7452,1.0,1.084,7.0,4.41
7453,0.0,0.217,10.0,3.69
7454,2.0,0.379,27.0,4.42
7455,0.0,0.278,15.0,4.51
7456,0.0,0.278,15.0,4.51
7457,0.0,0.11,2.0,0.45
7458,0.0,0.232,45.0,1.01
7459,0.0,0.511,33.0,6.42
7460,0.0,0.269,19.0,0.0
7461,0.0,0.602,88.0,3.13
7462,0.0,0.11,2.0,0.45
7463,0.0,0.1,3.0,0.0
7464,0.0,0.196,6.0,0.0
7465,0.0,0.498,47.0,2.64
7466,0.0,0.444,5.0,2.23
7467,0.0,0.178,6.0,2.0
7468,2.0,0.536,90.0,5.82
7469,2.0,0.413,53.0,2.2
7470,0.0,0.11,2.0,0.45
7471,0.0,0.262,16.0,0.0
7472,0.0,0.241,13.0,2.91
7473,1.0,1.899,60.0,4.16
7474,0.0,0.126,7.0,1.21
7475,1.0,1.005,144.0,8.0
7476,2.0,0.349,92.0,2.85
7477,1.0,2.993,212.0,4.25
7478,1.0,0.679,101.0,3.47
7479,0.0,0.317,9.0,0.0
7480,0.0,0.498,47.0,2.64
7481,0.0,0.152,7.0,0.0
7482,0.0,0.11,2.0,0.45
7483,0.0,0.3,17.0,0.0
7484,0.0,0.3,17.0,0.0
7485,1.0,0.854,138.0,6.86
7486,0.0,0.35,18.0,2.17
7487,0.0,0.476,36.0,2.94
7488,0.0,0.326,189.0,4.4
7489,0.0,0.11,2.0,0.45
7490,0.0,0.11,2.0,0.45
7491,0.0,0.187,19.0,1.13
7492,1.0,2.887,135.0,13.28
7493,1.0,2.887,135.0,13.28
7494,0.0,0.141,7.0,1.27
7495,0.0,0.3,17.0,0.0
7496,4.0,0.122,30.0,1.13
7497,0.0,0.536,33.0,0.0
7498,1.0,0.699,20.0,0.89
7499,0.0,0.126,7.0,1.21
7500,1.0,0.641,78.0,3.29
7501,1.0,0.334,7.0,0.36
7502,2.0,0.473,29.0,2.22
7503,1.0,1.376,63.0,5.86
7504,2.0,0.52,49.0,4.2
7505,0.0,4.392,1.0,0.0
7506,0.0,0.166,5.0,1.05
7507,0.0,0.237,12.0,0.0
7508,0.0,0.279,30.0,0.0
7509,0.0,0.11,2.0,0.45
7510,1.0,0.668,197.0,2.17
7511,4.0,0.205,7.0,0.22
7512,0.0,0.187,19.0,1.13
7513,1.0,1.614,150.0,4.69
7514,3.0,0.381,34.0,3.37
7515,1.0,3.509,128.0,5.37
7516,2.0,1.413,81.0,4.27
7517,4.0,0.21,58.0,0.77
7518,0.0,1.087,15.0,3.7
7519,0.0,0.293,12.0,1.63
7520,0.0,0.153,10.0,0.0
7521,0.0,1.0,2.0,0.0
7522,0.0,0.314,86.0,3.4
7523,0.0,0.319,77.0,1.88
7524,0.0,0.546,163.0,4.65
7525,0.0,0.239,9.0,0.0
7526,1.0,0.701,49.0,3.83
7527,1.0,0.99,332.0,3.04
7528,3.0,0.343,18.0,0.0
7529,0.0,0.251,14.0,0.0
7530,0.0,0.11,2.0,0.45
7531,2.0,0.379,27.0,4.42
7532,0.0,0.326,189.0,4.4
7533,2.0,0.379,27.0,4.42
7534,0.0,0.169,12.0,2.7
7535,0.0,0.3,17.0,0.0
7536,0.0,0.153,10.0,0.0
7537,0.0,0.219,80.0,0.57
7538,4.0,0.101,1.0,0.0
7539,0.0,0.225,8.0,0.96
7540,0.0,0.498,47.0,2.64
7541,0.0,0.469,24.0,8.48
7542,0.0,0.498,47.0,2.64
7543,1.0,0.733,122.0,5.17
7544,3.0,0.199,5.0,2.09
7545,0.0,0.299,16.0,0.0
7546,0.0,0.102,3.0,0.0
7547,4.0,0.21,58.0,0.77
7548,0.0,0.314,86.0,3.4
7549,0.0,0.106,1.0,0.33
7550,1.0,0.679,101.0,3.47
7551,0.0,4.392,1.0,0.0
7552,1.0,0.687,64.0,4.67
7553,2.0,0.452,71.0,3.07
7554,2.0,0.317,88.0,2.13
7555,4.0,0.1,1.0,1.0
7556,2.0,0.597,79.0,2.18
7557,3.0,0.199,5.0,2.09
7558,0.0,0.11,2.0,0.45
7559,0.0,0.11,2.0,0.45
7560,0.0,0.257,12.0,0.0
7561,0.0,0.11,2.0,0.45
7562,3.0,0.175,14.0,0.17
7563,2.0,0.379,27.0,4.42
7564,0.0,4.392,1.0,0.0
7565,0.0,4.392,1.0,0.0
7566,0.0,0.326,189.0,4.4
7567,0.0,0.314,86.0,3.4
7568,0.0,0.197,2.0,0.81
7569,0.0,0.11,2.0,0.45
7570,0.0,0.326,9.0,4.88
7571,0.0,0.11,2.0,0.45
7572,0.0,1.103,21.0,22.76
7573,0.0,0.812,18.0,0.0
7574,0.0,0.11,2.0,0.45
7575,0.0,0.237,12.0,0.0
7576,0.0,0.276,108.0,2.12
7577,0.0,0.11,2.0,0.45
7578,0.0,0.132,7.0,0.74
7579,0.0,0.276,108.0,2.12
7580,0.0,4.392,1.0,0.0
7581,0.0,0.498,47.0,2.64
7582,3.0,0.304,58.0,0.68
7583,0.0,0.186,16.0,0.0
7584,0.0,0.511,26.0,3.1
7585,0.0,0.3,17.0,0.0
7586,0.0,0.588,18.0,0.0
7587,3.0,0.2,49.0,0.84
7588,0.0,0.323,43.0,0.89
7589,0.0,0.782,27.0,5.79
7590,1.0,0.699,20.0,0.89
7591,1.0,1.36,174.0,8.78
7592,0.0,0.11,2.0,0.45
7593,0.0,0.511,33.0,6.42
7594,1.0,9.008,537.0,16.48
7595,0.0,0.3,17.0,0.0
7596,2.0,0.542,170.0,2.13
7597,0.0,0.11,2.0,0.45
7598,1.0,1.314,138.0,4.71
7599,0.0,0.113,13.0,0.0
7600,4.0,0.1,1.0,1.0
7601,1.0,1.005,144.0,8.0
7602,2.0,0.777,73.0,3.18
7603,0.0,0.171,15.0,2.53
7604,0.0,0.381,10.0,2.92
7605,0.0,0.546,163.0,4.65
7606,1.0,0.558,49.0,3.98
7607,0.0,0.11,2.0,0.45
7608,0.0,0.31,17.0,3.82
7609,0.0,0.134,3.0,0.0
7610,1.0,2.005,191.0,4.74
7611,2.0,0.379,27.0,4.42
7612,2.0,0.379,27.0,4.42
7613,0.0,0.11,2.0,0.45
7614,0.0,0.171,15.0,2.53
7615,0.0,0.229,9.0,2.58
7616,0.0,0.146,4.0,1.17
7617,0.0,0.597,123.0,3.02
7618,1.0,2.005,191.0,4.74
7619,1.0,3.259,364.0,6.82
7620,0.0,0.512,37.0,0.0
7621,3.0,0.27,23.0,1.07
7622,2.0,0.379,27.0,4.42
7623,0.0,0.153,10.0,0.0
7624,2.0,0.379,27.0,4.42
7625,2.0,0.379,27.0,4.42
7626,0.0,0.326,189.0,4.4
7627,0.0,0.11,2.0,0.45
7628,0.0,0.11,2.0,0.45
7629,1.0,0.457,36.0,3.87
7630,0.0,0.547,20.0,0.0
7631,0.0,0.11,2.0,0.45
7632,2.0,0.46,106.0,1.37
7633,1.0,2.882,212.0,12.51
7634,1.0,2.358,131.0,6.18
7635,0.0,0.469,24.0,8.48
7636,1.0,0.696,108.0,2.36
7637,2.0,0.379,27.0,4.42
7638,2.0,0.51,44.0,1.65
7639,3.0,0.381,34.0,3.37
7640,0.0,0.237,12.0,0.0
7641,4.0,0.1,1.0,1.0
7642,1.0,1.005,144.0,8.0
7643,0.0,4.392,1.0,0.0
7644,1.0,0.96,154.0,7.11
7645,0.0,0.174,9.0,0.0
7646,0.0,0.326,189.0,4.4
7647,0.0,0.75,4.0,0.0
7648,3.0,0.282,80.0,1.04
7649,0.0,0.11,2.0,0.45
7650,2.0,0.536,90.0,5.82
7651,1.0,0.967,214.0,3.51
7652,1.0,1.085,143.0,7.08
7653,2.0,0.536,90.0,5.82
7654,1.0,0.668,197.0,2.17
7655,2.0,0.255,36.0,0.43
7656,1.0,0.765,68.0,2.99
7657,1.0,1.533,122.0,4.81
7658,3.0,0.316,67.0,2.52
7659,3.0,0.316,67.0,2.52
7660,0.0,0.187,19.0,1.13
7661,0.0,0.319,77.0,1.88
7662,0.0,0.1,3.0,0.0
7663,0.0,0.11,2.0,0.45
7664,0.0,0.597,123.0,3.02
7665,0.0,0.11,2.0,0.45
7666,0.0,0.319,77.0,1.88
7667,1.0,1.996,183.0,2.24
7668,1.0,0.653,90.0,4.46
7669,0.0,0.546,163.0,4.65
7670,2.0,0.612,17.0,4.35
7671,1.0,0.84,27.0,2.29
7672,2.0,0.379,27.0,4.42
7673,0.0,0.362,14.0,2.14
7674,1.0,1.124,106.0,4.82
7675,0.0,0.448,13.0,0.0
7676,0.0,0.146,4.0,1.17
7677,0.0,0.11,2.0,0.45
7678,0.0,0.11,2.0,0.45
7679,0.0,0.11,2.0,0.45
7680,1.0,1.086,66.0,6.18
7681,0.0,0.251,14.0,0.0
7682,1.0,1.235,169.0,3.47
7683,0.0,0.915,187.0,5.75
7684,0.0,0.597,123.0,3.02
7685,2.0,0.536,90.0,5.82
7686,0.0,0.11,2.0,0.45
7687,0.0,0.257,12.0,0.0
7688,0.0,0.11,2.0,0.45
7689,0.0,0.326,189.0,4.4
7690,2.0,0.536,90.0,5.82
7691,2.0,0.536,90.0,5.82
7692,2.0,0.536,90.0,5.82
7693,0.0,1.122,96.0,7.95
7694,4.0,0.21,58.0,0.77
7695,0.0,0.207,7.0,0.0
7696,1.0,1.786,168.0,9.32
7697,1.0,1.085,143.0,7.08
7698,0.0,0.11,2.0,0.45
7699,1.0,1.005,144.0,8.0
7700,0.0,0.11,2.0,0.45
7701,0.0,0.184,12.0,0.0
7702,0.0,0.11,2.0,0.45
7703,3.0,0.328,82.0,2.12
7704,1.0,1.148,200.0,5.2
7705,0.0,0.11,2.0,0.45
7706,2.0,0.398,30.0,3.4
7707,3.0,0.279,30.0,1.5
7708,0.0,0.11,2.0,0.45
7709,0.0,0.11,2.0,0.45
7710,1.0,1.16,39.0,2.41
7711,0.0,0.159,8.0,0.91
7712,0.0,0.11,2.0,0.45
7713,0.0,0.498,47.0,2.64
7714,0.0,0.498,47.0,2.64
7715,0.0,0.314,86.0,3.4
7716,0.0,0.326,189.0,4.4
7717,0.0,0.671,19.0,4.25
7718,0.0,0.287,15.0,2.54
7719,0.0,0.239,9.0,0.0
7720,0.0,0.21,15.0,0.0
7721,1.0,3.259,364.0,6.82
7722,0.0,0.384,19.0,2.53
7723,0.0,0.251,14.0,0.0
7724,0.0,0.585,18.0,0.0
7725,0.0,0.129,3.0,0.0
7726,0.0,0.11,2.0,0.45
7727,4.0,0.21,58.0,0.77
7728,0.0,0.176,10.0,0.0
7729,0.0,0.134,3.0,0.73
7730,0.0,0.11,2.0,0.45
7731,0.0,0.11,2.0,0.45
7732,4.0,0.101,1.0,0.0
7733,0.0,0.397,28.0,7.16
7734,1.0,0.749,51.0,1.16
7735,1.0,0.825,22.0,3.87
7736,0.0,0.118,2.0,0.41
7737,0.0,0.602,88.0,3.13
7738,0.0,0.11,2.0,0.45
7739,0.0,0.326,189.0,4.4
7740,1.0,0.967,214.0,3.51
7741,0.0,0.671,19.0,4.25
7742,0.0,0.812,18.0,0.0
7743,3.0,0.301,22.0,1.77
7744,1.0,0.692,112.0,3.38
7745,0.0,0.153,8.0,0.0
7746,1.0,1.587,121.0,9.42
7747,1.0,4.292,35.0,69.56
7748,0.0,0.476,36.0,2.94
7749,4.0,0.1,1.0,1.0
7750,4.0,0.1,1.0,1.0
7751,3.0,0.247,46.0,1.82
7752,1.0,1.085,143.0,7.08
7753,1.0,0.733,122.0,5.17
7754,0.0,0.26,4.0,0.0
7755,1.0,0.894,45.0,5.33
7756,0.0,0.209,5.0,1.48
7757,0.0,0.126,7.0,1.21
7758,1.0,0.99,332.0,3.04
7759,2.0,1.32,102.0,4.14
7760,2.0,0.593,98.0,3.05
7761,3.0,0.247,46.0,1.82
7762,2.0,0.372,142.0,1.67
7763,2.0,0.372,142.0,1.67
7764,0.0,0.469,24.0,8.48
7765,0.0,0.272,60.0,2.26
7766,0.0,0.497,28.0,4.68
7767,1.0,1.778,288.0,12.87
7768,0.0,0.11,2.0,0.45
7769,1.0,0.854,138.0,6.86
7770,1.0,3.811,372.0,25.54
7771,1.0,0.854,138.0,6.86
7772,0.0,0.512,37.0,0.0
7773,1.0,0.813,25.0,9.0
7774,1.0,1.672,134.0,5.83
7775,2.0,0.556,119.0,3.87
7776,1.0,1.145,105.0,8.17
7777,1.0,1.276,140.0,6.79
7778,0.0,0.251,9.0,1.32
7779,3.0,0.282,80.0,1.04
7780,2.0,0.416,88.0,2.87
7781,0.0,0.11,2.0,0.45
7782,0.0,0.314,86.0,3.4
7783,0.0,0.314,86.0,3.4
7784,1.0,1.031,35.0,11.09
7785,2.0,0.416,88.0,2.87
7786,0.0,0.279,30.0,0.0
7787,0.0,0.11,2.0,0.45
7788,0.0,1.122,96.0,7.95
7789,3.0,0.264,13.0,1.26
7790,0.0,0.272,60.0,2.26
7791,0.0,0.512,51.0,2.38
7792,0.0,0.326,189.0,4.4
7793,0.0,0.3,17.0,0.0
7794,0.0,0.339,11.0,2.99
7795,2.0,0.379,27.0,4.42
7796,1.0,1.899,60.0,4.16
7797,0.0,0.602,88.0,3.13
7798,1.0,1.564,151.0,7.04
7799,1.0,0.806,24.0,2.01
7800,0.0,0.11,2.0,0.45
7801,0.0,0.545,124.0,3.52
7802,1.0,3.811,372.0,25.54
7803,2.0,0.574,82.0,2.8
7804,1.0,1.567,208.0,3.51
7805,1.0,1.899,60.0,4.16
7806,0.0,0.185,8.0,1.14
7807,0.0,0.212,8.0,0.0
7808,0.0,0.185,8.0,1.14
7809,4.0,0.16,18.0,0.4
7810,3.0,0.317,12.0,0.31
7811,1.0,0.94,90.0,4.35
7812,0.0,0.264,28.0,1.31
7813,0.0,0.125,0.0,0.0
7814,1.0,0.914,63.0,9.8
7815,1.0,2.108,178.0,7.83
7816,0.0,0.11,2.0,0.45
7817,2.0,0.466,64.0,2.04
7818,0.0,0.11,2.0,0.45
7819,0.0,0.11,2.0,0.45
7820,0.0,0.185,20.0,0.56
7821,0.0,0.11,2.0,0.45
7822,0.0,0.118,2.0,0.43
7823,0.0,0.125,1.0,1.0
7824,1.0,1.276,140.0,6.79
7825,1.0,1.947,81.0,4.92
7826,0.0,0.212,21.0,0.93
7827,0.0,0.134,6.0,0.66
7828,0.0,0.511,33.0,6.42
7829,1.0,0.967,214.0,3.51
7830,2.0,0.416,88.0,2.87
7831,3.0,0.282,80.0,1.04
7832,0.0,0.601,47.0,3.29
7833,0.0,0.3,17.0,0.0
7834,0.0,0.619,12.0,0.0
7835,0.0,0.1,3.0,0.0
7836,0.0,0.123,11.0,1.02
7837,4.0,0.151,12.0,0.86
7838,2.0,0.349,19.0,0.55
7839,1.0,0.718,55.0,3.17
7840,4.0,0.132,8.0,0.3
7841,0.0,0.782,24.0,0.0
7842,1.0,1.309,67.0,8.01
7843,1.0,0.91,92.0,2.82
7844,1.0,3.811,372.0,25.54
7845,1.0,1.638,270.0,7.53
