,0,1,2,3
2917,0.0,0.55,28.0,1.84
2918,0.0,0.915,187.0,5.75
2919,0.0,0.326,189.0,4.4
2920,0.0,0.11,2.0,0.45
2921,0.0,0.498,47.0,2.64
2922,0.0,0.498,47.0,2.64
2923,2.0,0.426,27.0,2.7
2924,1.0,0.605,52.0,4.4
2925,0.0,0.11,2.0,0.45
2926,0.0,0.511,33.0,6.42
2927,0.0,0.11,2.0,0.45
2928,0.0,0.153,10.0,0.0
2929,2.0,0.578,120.0,3.71
2930,3.0,0.262,62.0,1.42
2931,1.0,0.755,40.0,2.37
2932,2.0,0.547,48.0,1.91
2933,3.0,0.251,25.0,1.4
2934,1.0,1.011,112.0,5.4
2935,1.0,1.003,61.0,2.83
2936,4.0,0.21,58.0,0.77
2937,0.0,0.354,12.0,5.47
2938,0.0,1.033,39.0,0.0
2939,0.0,0.602,88.0,3.13
2940,0.0,0.11,2.0,0.45
2941,0.0,0.149,12.0,0.0
2942,0.0,0.597,123.0,3.02
2943,0.0,0.915,187.0,5.75
2944,0.0,0.498,47.0,2.64
2945,0.0,0.498,47.0,2.64
2946,0.0,0.498,47.0,2.64
2947,0.0,0.602,88.0,3.13
2948,0.0,0.597,123.0,3.02
2949,0.0,0.498,47.0,2.64
2950,2.0,0.349,92.0,2.85
2951,1.0,1.005,144.0,8.0
2952,0.0,0.11,2.0,0.45
2953,1.0,0.581,64.0,2.9
2954,0.0,0.219,22.0,0.0
2955,1.0,0.926,122.0,0.0
2956,0.0,0.546,163.0,4.65
2957,0.0,0.11,2.0,0.45
2958,0.0,0.602,88.0,3.13
2959,0.0,0.189,12.0,0.0
2960,0.0,0.132,7.0,0.74
2961,0.0,0.314,86.0,3.4
2962,2.0,0.593,98.0,3.05
2963,1.0,0.701,49.0,3.83
2964,1.0,0.99,332.0,3.04
2965,0.0,0.314,86.0,3.4
2966,0.0,0.448,13.0,0.0
2967,0.0,0.314,86.0,3.4
2968,3.0,0.22,14.0,1.07
2969,0.0,0.146,4.0,1.17
2970,3.0,0.199,5.0,2.09
2971,0.0,0.11,2.0,0.45
2972,0.0,0.128,2.0,0.58
2973,1.0,1.526,49.0,3.65
2974,0.0,0.11,2.0,0.45
2975,0.0,0.11,2.0,0.45
2976,0.0,0.174,9.0,0.0
2977,0.0,0.602,88.0,3.13
2978,0.0,0.11,2.0,0.45
2979,0.0,0.279,30.0,0.0
2980,0.0,0.11,2.0,0.45
2981,0.0,0.326,189.0,4.4
2982,0.0,0.326,189.0,4.4
2983,1.0,0.774,27.0,2.55
2984,0.0,0.595,12.0,0.0
2985,0.0,0.546,163.0,4.65
2986,0.0,0.119,3.0,0.0
2987,0.0,0.11,2.0,0.45
2988,0.0,0.358,12.0,5.62
2989,0.0,0.602,88.0,3.13
2990,0.0,0.103,1.0,0.6
2991,0.0,0.219,22.0,0.0
2992,1.0,2.887,135.0,13.28
2993,0.0,0.132,7.0,0.74
2994,0.0,0.11,2.0,0.45
2995,2.0,0.379,27.0,4.42
2996,0.0,0.602,88.0,3.13
2997,0.0,0.11,2.0,0.45
2998,0.0,0.11,2.0,0.45
2999,0.0,0.161,19.0,0.0
3000,0.0,0.11,2.0,0.45
3001,1.0,0.534,68.0,4.35
3002,0.0,0.397,28.0,7.16
3003,3.0,0.247,46.0,1.82
3004,0.0,0.11,2.0,0.45
3005,2.0,0.379,27.0,4.42
3006,2.0,0.379,27.0,4.42
3007,0.0,0.11,2.0,0.45
3008,2.0,0.379,27.0,4.42
3009,0.0,0.11,2.0,0.45
3010,2.0,0.379,27.0,4.42
3011,2.0,0.379,27.0,4.42
3012,0.0,0.11,2.0,0.45
3013,2.0,0.379,27.0,4.42
3014,2.0,0.379,27.0,4.42
3015,0.0,0.333,16.0,6.11
3016,0.0,0.11,2.0,0.45
3017,0.0,0.11,2.0,0.45
3018,0.0,0.142,5.0,1.25
3019,0.0,0.11,2.0,0.45
3020,4.0,0.196,90.0,2.0
3021,2.0,0.536,90.0,5.82
3022,2.0,0.379,27.0,4.42
3023,0.0,0.3,17.0,0.0
3024,0.0,0.326,189.0,4.4
3025,0.0,0.602,88.0,3.13
3026,0.0,4.392,1.0,0.0
3027,0.0,0.11,2.0,0.45
3028,0.0,0.11,2.0,0.45
3029,0.0,0.11,2.0,0.45
3030,2.0,0.373,48.0,2.58
3031,1.0,1.36,174.0,8.78
3032,1.0,2.153,218.0,12.03
3033,1.0,2.153,218.0,12.03
3034,0.0,0.327,9.0,2.4
3035,0.0,0.153,8.0,0.0
3036,0.0,0.133,18.0,0.0
3037,0.0,0.126,7.0,1.21
3038,0.0,0.139,9.0,0.0
3039,0.0,0.3,17.0,0.0
3040,0.0,0.129,3.0,0.0
3041,0.0,0.229,15.0,1.63
3042,0.0,0.297,13.0,3.64
3043,0.0,0.314,86.0,3.4
3044,1.0,0.581,64.0,2.9
3045,0.0,0.11,2.0,0.45
3046,3.0,0.381,34.0,3.37
3047,0.0,4.392,1.0,0.0
3048,1.0,0.914,63.0,9.8
3049,1.0,0.914,63.0,9.8
3050,0.0,0.511,26.0,3.1
3051,0.0,0.132,7.0,0.74
3052,0.0,0.11,2.0,0.45
3053,1.0,3.599,390.0,7.14
3054,0.0,0.314,86.0,3.4
3055,0.0,0.254,14.0,1.08
3056,0.0,0.11,2.0,0.45
3057,1.0,3.599,390.0,7.14
3058,1.0,3.599,390.0,7.14
3059,0.0,0.319,18.0,0.0
3060,0.0,0.11,2.0,0.45
3061,0.0,0.241,13.0,2.91
3062,0.0,0.469,24.0,8.48
3063,0.0,0.595,12.0,0.0
3064,1.0,1.268,101.0,3.34
3065,0.0,0.511,26.0,3.1
3066,4.0,0.1,1.0,1.0
3067,0.0,0.3,17.0,0.0
3068,0.0,0.314,86.0,3.4
3069,0.0,0.11,2.0,0.45
3070,0.0,0.836,28.0,0.0
3071,0.0,4.392,1.0,0.0
3072,0.0,0.536,33.0,0.0
3073,0.0,0.45,9.0,2.45
3074,0.0,0.627,17.0,0.0
3075,2.0,0.379,27.0,4.42
3076,0.0,0.11,2.0,0.45
3077,0.0,0.314,86.0,3.4
3078,0.0,0.314,86.0,3.4
3079,1.0,0.846,169.0,3.56
3080,2.0,0.492,42.0,3.67
3081,1.0,0.99,332.0,3.04
3082,0.0,0.237,12.0,0.0
3083,0.0,0.237,12.0,0.0
3084,0.0,0.141,7.0,1.27
3085,0.0,0.114,9.0,0.0
3086,0.0,0.812,18.0,0.0
3087,0.0,0.398,8.0,2.02
3088,4.0,0.101,1.0,0.0
3089,0.0,0.555,49.0,3.59
3090,4.0,0.21,58.0,0.77
3091,4.0,0.21,58.0,0.77
3092,0.0,0.555,49.0,3.59
3093,0.0,0.309,18.0,0.0
3094,3.0,0.236,16.0,1.77
3095,0.0,0.136,4.0,0.0
3096,0.0,0.363,56.0,4.33
3097,1.0,1.268,101.0,3.34
3098,0.0,0.136,4.0,0.0
3099,0.0,0.136,4.0,0.0
3100,0.0,0.175,10.0,0.0
3101,1.0,0.728,59.0,4.54
3102,1.0,1.36,174.0,8.78
3103,0.0,0.187,7.0,0.0
3104,0.0,0.197,2.0,0.81
3105,0.0,0.153,10.0,0.0
3106,0.0,0.181,7.0,1.39
3107,0.0,0.11,2.0,0.45
3108,0.0,0.108,3.0,0.54
3109,1.0,0.679,101.0,3.47
3110,1.0,1.043,139.0,6.18
3111,0.0,0.278,15.0,4.51
3112,0.0,0.11,2.0,0.45
3113,0.0,0.512,37.0,0.0
3114,0.0,0.11,2.0,0.45
3115,0.0,0.3,17.0,0.0
3116,2.0,0.536,90.0,5.82
3117,0.0,0.11,2.0,0.45
3118,2.0,0.379,27.0,4.42
3119,2.0,0.379,27.0,4.42
3120,0.0,0.11,2.0,0.45
3121,0.0,0.11,2.0,0.45
3122,0.0,0.31,17.0,3.82
3123,0.0,0.319,18.0,0.0
3124,0.0,0.402,11.0,0.0
3125,1.0,0.884,94.0,5.59
3126,2.0,0.536,90.0,5.82
3127,2.0,0.416,88.0,2.87
3128,1.0,1.124,106.0,4.82
3129,1.0,1.533,122.0,4.81
3130,0.0,0.266,16.0,0.0
3131,0.0,0.683,65.0,2.4
3132,3.0,0.246,4.0,0.93
3133,0.0,1.0,2.0,0.0
3134,2.0,0.59,69.0,3.54
3135,0.0,0.314,86.0,3.4
3136,3.0,0.328,82.0,2.12
3137,2.0,0.536,90.0,5.82
3138,0.0,0.314,86.0,3.4
3139,1.0,3.811,372.0,25.54
3140,1.0,3.599,390.0,7.14
3141,3.0,0.282,80.0,1.04
3142,0.0,0.11,2.0,0.45
3143,0.0,0.11,2.0,0.45
3144,0.0,0.326,189.0,4.4
3145,0.0,0.602,88.0,3.13
3146,0.0,0.11,2.0,0.45
3147,0.0,0.11,2.0,0.45
3148,1.0,0.581,64.0,2.9
3149,0.0,0.314,86.0,3.4
3150,0.0,0.326,189.0,4.4
3151,1.0,0.733,122.0,5.17
3152,0.0,0.3,17.0,0.0
3153,0.0,0.11,2.0,0.45
3154,0.0,0.11,2.0,0.45
3155,0.0,0.383,10.0,1.8
3156,1.0,1.638,270.0,7.53
3157,0.0,0.113,13.0,0.0
3158,0.0,0.326,189.0,4.4
3159,0.0,0.133,18.0,0.0
3160,2.0,0.416,88.0,2.87
3161,0.0,0.141,7.0,1.27
3162,0.0,0.194,7.0,0.0
3163,1.0,3.811,372.0,25.54
3164,1.0,0.728,59.0,4.54
3165,1.0,1.614,150.0,4.69
3166,0.0,0.536,33.0,0.0
3167,2.0,0.314,98.0,4.12
3168,0.0,0.153,10.0,0.0
3169,0.0,0.314,86.0,3.4
3170,0.0,0.11,2.0,0.45
3171,0.0,0.189,12.0,0.0
3172,1.0,0.733,122.0,5.17
3173,1.0,0.873,168.0,6.01
3174,0.0,0.964,19.0,9.93
3175,1.0,2.322,224.0,13.94
3176,1.0,1.148,200.0,5.2
3177,0.0,0.135,19.0,0.0
3178,0.0,0.326,189.0,4.4
3179,0.0,1.023,176.0,6.03
3180,0.0,0.106,2.0,0.0
3181,0.0,0.106,2.0,0.0
3182,0.0,0.171,8.0,0.3
3183,0.0,0.298,6.0,4.45
3184,0.0,0.11,2.0,0.45
3185,2.0,0.374,8.0,4.28
3186,4.0,0.1,1.0,1.0
3187,0.0,1.033,39.0,0.0
3188,0.0,0.812,18.0,0.0
3189,0.0,0.812,18.0,0.0
3190,1.0,1.195,78.0,9.69
3191,0.0,0.288,13.0,0.0
3192,3.0,0.282,80.0,1.04
3193,0.0,0.546,163.0,4.65
3194,1.0,0.669,157.0,4.93
3195,0.0,0.65,7.0,0.0
3196,2.0,0.59,69.0,3.54
3197,0.0,0.326,189.0,4.4
3198,0.0,0.326,189.0,4.4
3199,0.0,0.153,10.0,0.0
3200,1.0,0.813,25.0,9.0
3201,2.0,0.416,88.0,2.87
3202,0.0,0.11,2.0,0.45
3203,0.0,0.11,2.0,0.45
3204,0.0,0.11,2.0,0.45
3205,0.0,0.11,2.0,0.45
3206,0.0,0.11,2.0,0.45
3207,0.0,2.407,132.0,19.03
3208,4.0,0.1,1.0,1.0
3209,0.0,0.326,9.0,4.88
3210,0.0,0.11,2.0,0.45
3211,0.0,0.387,31.0,0.0
3212,1.0,0.91,92.0,2.82
3213,0.0,0.326,189.0,4.4
3214,1.0,0.718,55.0,3.17
3215,2.0,0.476,64.0,2.51
3216,0.0,0.269,19.0,0.0
3217,0.0,0.162,6.0,0.63
3218,0.0,0.135,19.0,0.0
3219,0.0,0.469,24.0,8.48
3220,0.0,0.469,24.0,8.48
3221,0.0,0.469,24.0,8.48
3222,0.0,0.11,2.0,0.45
3223,0.0,0.3,17.0,0.0
3224,0.0,0.11,2.0,0.45
3225,0.0,0.466,14.0,2.76
3226,0.0,0.333,7.0,0.0
3227,0.0,0.215,2.0,0.5
3228,0.0,0.15,4.0,0.0
3229,0.0,0.511,26.0,3.1
3230,0.0,0.511,26.0,3.1
3231,1.0,1.36,174.0,8.78
3232,0.0,0.511,26.0,3.1
3233,1.0,0.672,83.0,7.1
3234,0.0,0.314,86.0,3.4
3235,0.0,0.176,5.0,0.0
3236,0.0,0.402,11.0,0.0
3237,0.0,1.567,31.0,0.0
3238,0.0,0.174,9.0,0.0
3239,0.0,0.11,2.0,0.45
3240,3.0,0.199,5.0,2.09
3241,0.0,0.108,3.0,0.54
3242,1.0,1.36,174.0,8.78
3243,1.0,1.572,58.0,1.38
3244,0.0,0.11,2.0,0.45
3245,1.0,0.733,122.0,5.17
3246,1.0,0.967,214.0,3.51
3247,0.0,0.11,2.0,0.45
3248,0.0,0.365,10.0,5.16
3249,1.0,0.857,169.0,7.77
3250,0.0,0.479,45.0,4.21
3251,0.0,0.474,19.0,6.1
3252,0.0,0.433,15.0,0.0
3253,0.0,0.583,14.0,8.0
3254,1.0,0.718,55.0,3.17
3255,1.0,1.614,150.0,4.69
3256,0.0,0.602,88.0,3.13
3257,0.0,0.11,2.0,0.45
3258,3.0,0.199,5.0,2.09
3259,0.0,0.153,10.0,0.0
3260,0.0,0.101,0.0,0.0
3261,1.0,0.846,169.0,3.56
3262,0.0,0.141,7.0,1.27
3263,1.0,0.846,169.0,3.56
3264,0.0,0.469,24.0,8.48
3265,0.0,0.498,47.0,2.64
3266,0.0,0.11,2.0,0.45
3267,0.0,0.326,189.0,4.4
3268,0.0,0.11,2.0,0.45
3269,0.0,0.602,88.0,3.13
3270,0.0,0.3,17.0,0.0
3271,1.0,1.672,134.0,5.83
3272,0.0,2.949,97.0,0.0
3273,2.0,0.777,73.0,3.18
3274,0.0,0.371,12.0,3.5
3275,0.0,0.512,37.0,0.0
3276,0.0,1.0,0.0,0.0
3277,0.0,0.339,13.0,0.0
3278,0.0,0.254,4.0,1.76
3279,0.0,0.333,7.0,0.0
3280,0.0,0.108,3.0,0.54
3281,0.0,0.314,86.0,3.4
3282,0.0,0.11,2.0,0.45
3283,2.0,0.536,90.0,5.82
3284,3.0,0.337,39.0,2.1
3285,0.0,0.326,189.0,4.4
3286,4.0,0.21,58.0,0.77
3287,0.0,0.512,37.0,0.0
3288,0.0,0.498,47.0,2.64
3289,0.0,0.209,9.0,0.0
3290,0.0,0.186,16.0,0.0
3291,2.0,0.381,29.0,2.07
3292,0.0,0.262,16.0,0.0
3293,0.0,0.153,10.0,0.0
3294,0.0,0.602,88.0,3.13
3295,0.0,0.35,18.0,2.17
3296,1.0,0.655,53.0,4.72
3297,0.0,0.35,18.0,2.17
3298,0.0,0.498,47.0,2.64
3299,1.0,1.786,168.0,9.32
3300,0.0,0.153,10.0,0.0
3301,0.0,0.11,2.0,0.45
3302,2.0,0.379,27.0,4.42
3303,1.0,0.914,63.0,9.8
3304,0.0,0.132,7.0,0.74
3305,0.0,0.949,164.0,5.61
3306,0.0,0.949,164.0,5.61
3307,0.0,0.339,11.0,2.99
3308,1.0,0.946,134.0,5.5
3309,1.0,0.914,63.0,9.8
3310,0.0,0.469,24.0,8.48
3311,0.0,0.949,164.0,5.61
3312,0.0,0.212,21.0,0.93
3313,0.0,0.282,4.0,2.14
3314,0.0,0.55,28.0,1.84
3315,2.0,0.536,90.0,5.82
3316,1.0,0.967,214.0,3.51
3317,0.0,0.11,2.0,0.45
3318,0.0,0.11,2.0,0.45
3319,0.0,0.11,2.0,0.45
3320,0.0,0.602,88.0,3.13
3321,1.0,3.259,364.0,6.82
3322,0.0,0.135,19.0,0.0
3323,3.0,0.265,49.0,2.21
3324,0.0,0.118,11.0,0.54
3325,1.0,1.915,104.0,3.64
3326,0.0,0.152,7.0,0.0
3327,0.0,0.326,189.0,4.4
3328,3.0,0.328,82.0,2.12
3329,0.0,0.326,189.0,4.4
3330,3.0,0.247,46.0,1.82
3331,0.0,0.126,7.0,1.21
3332,1.0,0.924,102.0,6.27
3333,0.0,0.216,47.0,1.23
3334,3.0,0.304,58.0,0.68
3335,0.0,0.812,18.0,0.0
3336,0.0,2.223,118.0,7.24
3337,4.0,0.21,58.0,0.77
3338,0.0,2.949,97.0,0.0
3339,1.0,0.612,18.0,1.31
3340,0.0,0.314,86.0,3.4
3341,0.0,0.11,2.0,0.45
3342,0.0,0.216,16.0,1.52
3343,0.0,0.171,12.0,0.78
3344,0.0,0.11,2.0,0.45
3345,0.0,1.0,2.0,0.0
3346,1.0,0.543,11.0,1.82
3347,2.0,0.381,33.0,1.47
3348,2.0,0.379,27.0,4.42
3349,0.0,0.3,17.0,0.0
3350,0.0,0.602,88.0,3.13
3351,0.0,0.314,86.0,3.4
3352,1.0,0.679,101.0,3.47
3353,0.0,0.141,7.0,1.27
3354,3.0,0.301,22.0,1.77
3355,1.0,1.786,168.0,9.32
3356,0.0,0.597,123.0,3.02
3357,0.0,0.153,10.0,0.0
3358,0.0,0.11,2.0,0.45
3359,1.0,0.99,332.0,3.04
3360,1.0,3.109,124.0,11.19
3361,0.0,0.238,7.0,0.0
3362,2.0,0.379,27.0,4.42
3363,0.0,0.266,8.0,2.06
3364,0.0,0.128,8.0,1.24
3365,2.0,0.379,27.0,4.42
3366,0.0,0.11,2.0,0.45
3367,0.0,0.153,10.0,0.0
3368,0.0,0.149,7.0,1.15
3369,0.0,0.11,2.0,0.45
3370,2.0,0.536,90.0,5.82
3371,0.0,0.326,189.0,4.4
3372,4.0,0.1,1.0,1.0
3373,0.0,0.314,86.0,3.4
3374,3.0,0.83,41.0,4.97
3375,1.0,1.239,50.0,3.43
3376,2.0,0.547,32.0,4.33
3377,0.0,0.35,18.0,2.17
3378,0.0,0.242,9.0,1.43
3379,0.0,0.498,47.0,2.64
3380,0.0,0.242,9.0,1.43
3381,0.0,0.498,47.0,2.64
3382,0.0,0.498,47.0,2.64
3383,0.0,0.317,9.0,0.0
3384,0.0,0.397,28.0,7.16
3385,4.0,0.1,1.0,1.0
3386,1.0,1.24,213.0,4.13
3387,0.0,0.272,60.0,2.26
3388,0.0,0.536,33.0,0.0
3389,0.0,0.812,18.0,0.0
3390,0.0,0.812,18.0,0.0
3391,0.0,0.262,14.0,0.0
3392,0.0,0.333,7.0,0.0
3393,0.0,0.211,11.0,0.0
3394,2.0,0.39,22.0,2.94
3395,0.0,0.153,10.0,0.0
3396,0.0,0.11,2.0,0.45
3397,0.0,0.11,2.0,0.45
3398,0.0,0.602,88.0,3.13
3399,0.0,0.11,2.0,0.45
3400,0.0,0.134,13.0,0.0
3401,0.0,0.326,189.0,4.4
3402,3.0,0.247,46.0,1.82
3403,1.0,0.718,55.0,3.17
3404,3.0,0.23,45.0,1.28
3405,2.0,0.52,26.0,2.11
3406,0.0,0.536,33.0,0.0
3407,0.0,0.11,2.0,0.45
3408,0.0,0.11,2.0,0.45
3409,0.0,0.11,2.0,0.45
3410,0.0,0.187,19.0,1.13
3411,0.0,0.506,28.0,6.48
3412,0.0,0.11,2.0,0.45
3413,1.0,0.334,7.0,0.36
3414,0.0,0.299,16.0,0.0
3415,0.0,0.511,33.0,6.42
3416,0.0,0.257,12.0,0.0
3417,0.0,0.314,86.0,3.4
3418,0.0,0.17,13.0,1.64
3419,0.0,0.11,2.0,0.45
3420,0.0,0.55,28.0,1.84
3421,3.0,0.199,5.0,2.09
3422,0.0,0.3,17.0,0.0
3423,0.0,1.0,2.0,0.0
3424,3.0,0.199,5.0,2.09
3425,0.0,0.511,33.0,6.42
3426,3.0,0.328,82.0,2.12
3427,0.0,0.11,2.0,0.45
3428,0.0,0.602,88.0,3.13
3429,0.0,0.326,189.0,4.4
3430,3.0,0.214,21.0,0.77
3431,2.0,1.301,98.0,2.1
3432,0.0,0.602,88.0,3.13
3433,0.0,0.314,86.0,3.4
3434,0.0,0.11,2.0,0.45
3435,0.0,0.11,2.0,0.45
3436,0.0,0.11,2.0,0.45
3437,0.0,0.314,86.0,3.4
3438,0.0,0.457,114.0,1.37
3439,4.0,0.21,58.0,0.77
3440,4.0,0.1,1.0,1.0
3441,2.0,0.547,32.0,4.33
3442,0.0,0.153,10.0,0.0
3443,0.0,0.161,19.0,0.0
3444,0.0,0.314,86.0,3.4
3445,0.0,0.602,88.0,3.13
3446,0.0,0.11,2.0,0.45
3447,1.0,2.108,178.0,7.83
3448,0.0,0.11,2.0,0.45
3449,0.0,0.11,2.0,0.45
3450,1.0,0.873,29.0,1.79
3451,0.0,0.512,37.0,0.0
3452,1.0,0.687,64.0,4.67
3453,0.0,0.11,2.0,0.45
3454,0.0,0.38,52.0,1.19
3455,1.0,0.649,94.0,5.66
3456,1.0,1.022,174.0,5.4
3457,0.0,0.177,7.0,0.0
3458,0.0,0.361,90.0,1.74
3459,1.0,0.864,76.0,4.63
3460,2.0,0.576,48.0,1.79
3461,0.0,0.834,24.0,0.0
3462,0.0,4.392,1.0,0.0
3463,0.0,0.174,9.0,0.0
3464,0.0,0.153,10.0,0.0
3465,0.0,0.327,9.0,2.4
3466,0.0,0.244,5.0,1.76
3467,1.0,4.06,92.0,7.58
3468,0.0,0.11,2.0,0.45
3469,0.0,0.11,2.0,0.45
3470,0.0,0.146,4.0,1.17
3471,1.0,0.926,49.0,4.33
3472,1.0,0.667,56.0,4.14
3473,0.0,0.314,86.0,3.4
3474,0.0,0.11,2.0,0.45
3475,0.0,0.11,2.0,0.45
3476,0.0,0.314,86.0,3.4
3477,0.0,4.392,1.0,0.0
3478,0.0,0.126,2.0,0.17
3479,1.0,1.36,174.0,8.78
3480,0.0,0.134,10.0,0.3
3481,0.0,0.342,12.0,0.0
3482,1.0,3.259,364.0,6.82
3483,1.0,3.259,364.0,6.82
3484,1.0,3.259,364.0,6.82
3485,0.0,0.601,47.0,3.29
3486,0.0,0.153,10.0,0.0
3487,1.0,1.005,144.0,8.0
3488,2.0,0.59,69.0,3.54
3489,0.0,0.11,2.0,0.45
3490,0.0,0.314,86.0,3.4
3491,0.0,0.314,86.0,3.4
3492,1.0,2.887,135.0,13.28
3493,1.0,2.322,224.0,13.94
3494,0.0,0.11,2.0,0.45
3495,2.0,0.59,69.0,3.54
3496,0.0,0.251,14.0,0.0
3497,0.0,0.126,7.0,1.21
3498,0.0,0.232,45.0,1.01
3499,0.0,0.155,14.0,0.56
3500,0.0,0.11,2.0,0.45
3501,2.0,0.536,90.0,5.82
3502,1.0,1.092,74.0,7.32
3503,0.0,0.11,2.0,0.45
3504,0.0,0.11,2.0,0.45
3505,0.0,0.268,12.0,2.19
3506,3.0,0.199,5.0,2.09
3507,0.0,0.11,2.0,0.45
3508,0.0,0.123,11.0,1.02
3509,0.0,0.11,2.0,0.45
3510,0.0,0.126,7.0,1.21
3511,0.0,0.11,2.0,0.45
3512,0.0,0.262,16.0,0.0
3513,0.0,0.11,2.0,0.45
3514,0.0,0.11,2.0,0.45
3515,0.0,0.11,2.0,0.45
3516,0.0,0.11,2.0,0.45
3517,0.0,0.314,86.0,3.4
3518,0.0,0.141,7.0,1.27
3519,0.0,0.139,11.0,1.18
3520,0.0,0.299,16.0,0.0
3521,2.0,0.434,28.0,3.64
3522,2.0,0.59,69.0,3.54
3523,0.0,0.597,123.0,3.02
3524,1.0,0.808,118.0,4.72
3525,0.0,0.278,15.0,4.51
3526,2.0,0.416,88.0,2.87
3527,0.0,0.11,2.0,0.45
3528,0.0,0.11,2.0,0.45
3529,1.0,1.085,143.0,7.08
3530,2.0,0.597,79.0,2.18
3531,0.0,4.392,1.0,0.0
3532,1.0,1.36,174.0,8.78
3533,0.0,4.392,1.0,0.0
3534,0.0,4.392,1.0,0.0
3535,2.0,0.536,90.0,5.82
3536,0.0,0.836,28.0,0.0
3537,0.0,0.602,88.0,3.13
3538,0.0,0.536,33.0,0.0
3539,3.0,0.381,34.0,3.37
3540,0.0,0.11,2.0,0.45
3541,1.0,0.903,145.0,3.11
3542,0.0,0.178,6.0,2.0
3543,1.0,0.672,83.0,7.1
3544,0.0,0.208,8.0,2.16
3545,0.0,0.278,15.0,4.51
3546,0.0,0.108,3.0,0.54
3547,1.0,0.672,83.0,7.1
3548,1.0,1.24,213.0,4.13
3549,0.0,0.102,3.0,0.0
3550,1.0,1.061,101.0,8.01
3551,1.0,1.061,101.0,8.01
3552,0.0,0.559,32.0,0.0
3553,0.0,1.033,39.0,0.0
3554,0.0,0.536,33.0,0.0
3555,0.0,0.153,10.0,0.0
3556,0.0,0.278,15.0,4.51
3557,0.0,0.546,163.0,4.65
3558,0.0,0.11,2.0,0.45
3559,0.0,0.278,15.0,4.51
3560,0.0,0.11,2.0,0.45
3561,0.0,0.3,17.0,0.0
3562,0.0,0.326,189.0,4.4
3563,0.0,0.11,2.0,0.45
3564,4.0,0.166,3.0,0.89
3565,0.0,0.511,33.0,6.42
3566,4.0,0.1,1.0,1.0
3567,4.0,0.1,1.0,1.0
3568,0.0,0.106,2.0,0.0
3569,0.0,0.319,77.0,1.88
3570,0.0,0.132,7.0,0.74
3571,1.0,0.334,7.0,0.36
3572,0.0,0.184,12.0,0.0
3573,0.0,0.601,47.0,3.29
3574,0.0,0.601,47.0,3.29
3575,1.0,2.058,188.0,11.64
3576,1.0,0.975,104.0,6.33
3577,0.0,0.552,1.0,0.38
3578,0.0,0.602,88.0,3.13
3579,0.0,0.11,2.0,0.45
3580,0.0,0.11,2.0,0.45
3581,0.0,0.3,17.0,0.0
3582,2.0,0.416,88.0,2.87
3583,2.0,0.687,67.0,4.32
3584,2.0,0.416,88.0,2.87
3585,0.0,0.602,88.0,3.13
3586,0.0,0.326,189.0,4.4
3587,1.0,0.718,55.0,3.17
3588,0.0,0.138,6.0,0.89
3589,0.0,0.11,2.0,0.45
3590,0.0,0.326,189.0,4.4
3591,2.0,0.379,27.0,4.42
3592,0.0,0.11,2.0,0.45
3593,0.0,0.314,86.0,3.4
3594,2.0,0.379,27.0,4.42
3595,0.0,0.314,86.0,3.4
3596,2.0,0.353,45.0,4.47
3597,0.0,0.148,3.0,0.73
3598,0.0,0.782,24.0,0.0
3599,0.0,0.3,17.0,0.0
3600,0.0,0.1,3.0,0.0
3601,1.0,3.259,364.0,6.82
3602,1.0,3.259,364.0,6.82
3603,2.0,0.416,88.0,2.87
3604,0.0,0.512,37.0,0.0
3605,0.0,0.11,2.0,0.45
3606,1.0,2.823,252.0,11.83
3607,0.0,0.178,6.0,2.0
3608,0.0,0.269,19.0,0.0
3609,3.0,0.316,67.0,2.52
3610,0.0,0.11,2.0,0.45
3611,0.0,0.11,2.0,0.45
3612,0.0,0.11,2.0,0.45
3613,0.0,0.237,12.0,0.0
3614,0.0,0.11,2.0,0.45
3615,0.0,0.11,2.0,0.45
3616,0.0,0.11,2.0,0.45
3617,0.0,0.3,17.0,0.0
3618,0.0,0.326,189.0,4.4
3619,1.0,0.857,169.0,7.77
3620,0.0,0.365,14.0,0.0
3621,4.0,0.21,58.0,0.77
3622,1.0,0.915,34.0,5.08
3623,4.0,0.158,14.0,0.09
3624,1.0,1.235,169.0,3.47
3625,4.0,0.172,20.0,0.51
3626,0.0,0.323,43.0,0.89
3627,3.0,0.175,14.0,0.17
3628,3.0,0.2,49.0,0.84
3629,1.0,0.806,24.0,2.01
3630,1.0,0.667,152.0,4.59
3631,1.0,1.085,143.0,7.08
3632,0.0,0.215,7.0,1.25
3633,0.0,0.11,2.0,0.45
3634,0.0,0.326,189.0,4.4
3635,3.0,0.338,22.0,0.78
3636,0.0,0.314,86.0,3.4
3637,0.0,0.11,2.0,0.45
3638,2.0,0.399,17.0,1.73
3639,0.0,0.189,12.0,0.0
3640,0.0,0.314,86.0,3.4
3641,0.0,0.237,12.0,0.0
3642,0.0,0.782,27.0,5.79
3643,0.0,1.122,96.0,7.95
3644,0.0,0.469,24.0,8.48
3645,0.0,0.11,2.0,0.45
3646,0.0,0.197,2.0,0.81
3647,0.0,0.202,5.0,0.0
3648,0.0,0.24,10.0,0.0
3649,1.0,1.36,174.0,8.78
3650,1.0,0.828,186.0,3.22
3651,1.0,0.828,186.0,3.22
3652,0.0,0.11,2.0,0.45
